feature,importance
height,27.58684993898874
weight,12.862374074638826
height_weight_ratio,1.4386894008205513
sbert_76,1.0570429447603502
sbert_234,0.9372042635832171
sbert_267,0.9180340556748333
sbert_195,0.8627880061560554
sbert_258,0.8063417993132768
sbert_345,0.6978627573198961
sbert_239,0.6775166449157242
sbert_160,0.6759510166286886
sbert_351,0.6739515324491385
sbert_248,0.6538512289045826
is_iq_high,0.6503529906767692
sbert_211,0.6279768090308178
sbert_166,0.6217507958784604
sbert_144,0.6162015004065077
total_outliers,0.6156230461698974
sbert_71,0.6061731797918407
sbert_65,0.5799371233967461
sbert_91,0.5758170126785509
sbert_18,0.5749108659502222
sbert_131,0.5712801754793627
sbert_22,0.5641907451153353
sbert_0,0.5396542299521451
sbert_256,0.5384577552627913
sbert_229,0.5318856920619125
sbert_121,0.5227760063341218
sbert_150,0.511067813339497
sbert_215,0.49867655256594623
sbert_85,0.49118878739024374
sbert_214,0.47722155651247156
sbert_276,0.47694832869606035
sbert_217,0.47610998616994604
sbert_359,0.4622907434581172
sbert_367,0.46051056149795483
sbert_269,0.4504177113105541
sbert_244,0.44706698200387934
sbert_231,0.4455847644969945
sbert_374,0.44217918549209684
sbert_271,0.43777346035793563
sbert_363,0.4210724581659638
sbert_124,0.4185092585059693
sbert_122,0.4157519940275349
sbert_58,0.4116368690159354
sbert_135,0.4078604170530379
sbert_174,0.40450961847945155
sbert_179,0.4031567288197046
sbert_232,0.4026593041147043
sbert_79,0.3981175211626801
sbert_161,0.39771855735960215
sbert_10,0.39531092081547003
sbert_43,0.3915819021329384
sbert_153,0.3891748349631574
sbert_342,0.38859338907019536
sbert_294,0.38565057949467296
sbert_4,0.38116559759267443
sbert_151,0.3780935228661551
sbert_102,0.37332061216325657
bmi,0.369279907330742
sbert_324,0.3597875340753963
sbert_250,0.3573158062732688
sbert_154,0.345290781270889
sbert_60,0.32911967443958673
sbert_284,0.32154940070577437
sbert_268,0.31328884706941373
sbert_3,0.3125307793253571
sleepiness,0.31237999682094264
sbert_272,0.31194456622292493
sbert_141,0.3045914856460514
sbert_223,0.3004154748314933
sbert_95,0.30024337691098496
sbert_205,0.29563240156998677
sbert_362,0.2936009623269152
sbert_261,0.2934357126750533
sbert_196,0.2931904373098548
sbert_282,0.2923651665545166
sbert_152,0.28855920582321354
social_activity,0.28842179870492846
sbert_57,0.28149992337580476
sbert_355,0.2790939902502119
sbert_336,0.2773768191907757
sbert_249,0.27726187820878867
sbert_134,0.2740022347831955
sbert_252,0.27382154069959913
sbert_54,0.271022848871984
sbert_78,0.270189552663591
sbert_168,0.2697491956261278
sbert_105,0.2658576141582781
sbert_167,0.2607988986068712
sbert_382,0.26009893159855
sbert_49,0.2579747430077268
sbert_320,0.2498818466637331
sbert_46,0.24931420721704642
sbert_230,0.2455977245459906
sbert_145,0.24369468401318392
sbert_377,0.24265427844934417
sbert_192,0.2329827885499639
sbert_280,0.23199732630988734
sbert_208,0.23118778392613049
sbert_184,0.2295741144075358
sbert_139,0.22466970331548453
sbert_314,0.2211828445392362
sbert_1,0.21942274313798757
sbert_343,0.2186780980328582
sbert_142,0.2162816479228024
sbert_247,0.21469782818481628
sbert_177,0.21300202874973342
sbert_11,0.21069155777845475
sbert_34,0.20901011704192266
sbert_83,0.20633598342840898
sbert_119,0.20282847159988154
sbert_114,0.20244228653312576
sbert_53,0.1998698776844634
sbert_165,0.19837511513853281
sbert_125,0.19793349583774855
sbert_206,0.19524540072158103
sbert_212,0.1937584528072285
sbert_115,0.19357865750333358
sbert_305,0.19030298900741016
sbert_357,0.18956088207210756
sbert_257,0.1861975156315796
sbert_21,0.18583134797695836
sbert_333,0.1802360025534914
sbert_175,0.17366763842408678
sbert_185,0.17336244209184673
sbert_222,0.17292182467186973
sbert_313,0.17288382050692114
sbert_307,0.1707120621917876
sbert_224,0.17050974202621566
sbert_84,0.17043017416027723
sbert_159,0.16845228035979343
sbert_70,0.16091580271238884
sbert_130,0.15778466548187986
sbert_371,0.15543143182604852
sbert_221,0.1533502931165615
sbert_246,0.15233286018017828
sbert_59,0.15229044752301632
sbert_330,0.15124899900639338
sbert_364,0.1480739186023392
sbert_309,0.14696276840189526
sbert_118,0.14598561911635213
sbert_228,0.14243092777483984
sbert_182,0.14215652904058992
sbert_289,0.14036799037950076
sbert_375,0.139776212690314
sbert_315,0.13848875049931994
sbert_235,0.1327242990954808
sbert_112,0.13119427007293458
sbert_381,0.12968352900650568
is_fb_high,0.12786344816808043
sbert_173,0.1271021911524059
sbert_51,0.12698976865660014
sbert_322,0.126444962231799
sbert_347,0.12536915896460574
sbert_82,0.12392324183939152
sbert_312,0.12268482808042483
sbert_157,0.12212539871357916
sbert_365,0.12066313186662592
sbert_298,0.12063539815174366
sbert_180,0.11957796923584345
sbert_42,0.11919051546465008
sbert_265,0.1173047726482641
sbert_111,0.11475215002413362
sbert_204,0.11438043451047256
sbert_93,0.11288835682498484
sbert_129,0.11049945279513074
sbert_176,0.10903692883457347
yt,0.10898248555866662
sbert_306,0.10882734736307609
sbert_137,0.10744332117849613
sbert_61,0.10726671939240984
sbert_8,0.10362102471211698
sbert_190,0.10327828572762866
sbert_292,0.10313055268144185
sbert_143,0.10108876586447452
sbert_90,0.10071367694763816
sbert_73,0.10024139549119955
sbert_183,0.09822073667223694
sbert_45,0.09809484803172389
sbert_325,0.09505545310756755
sbert_198,0.09336768623883236
sbert_104,0.09100211296726765
sbert_358,0.09078623300758629
sbert_216,0.0886617747804873
sbert_286,0.08723664242991495
is_phone_os_missing,0.08699570669787685
sbert_52,0.08545562644760424
sbert_25,0.08412883381066309
sbert_87,0.08392218352742922
sbert_318,0.08197347548523937
sbert_164,0.08111810733534952
sbert_346,0.08051354536728593
sbert_193,0.07991036446616252
sbert_132,0.07804391261238819
sbert_348,0.07783966558899161
sbert_344,0.07695662032283578
sbert_116,0.07399749746199218
sbert_376,0.07267197934712247
sbert_218,0.07262498591119608
sbert_339,0.07252792820042693
sbert_98,0.0722784723143873
sbert_311,0.07118513979275563
sbert_140,0.07072204200582946
sbert_146,0.06854070259043447
sbert_6,0.06844471809544772
sbert_147,0.0681871324132853
sbert_12,0.06787408438631046
sbert_77,0.06680335776224214
sbert_266,0.06674153626403326
sbert_296,0.06583163809769232
sbert_123,0.06438005932258847
sbert_194,0.06382548402155513
sbert_245,0.06209154965026296
sbert_31,0.060276456790395214
sbert_291,0.05978299861867021
sbert_273,0.058748558500872815
sbert_197,0.05542333177789656
sbert_55,0.054875820794130406
sbert_254,0.05222347295957328
sbert_300,0.05215415835407102
sbert_287,0.051920547595026914
data_completeness,0.05119793554487348
sbert_319,0.04610633092423692
sbert_378,0.04580635577232634
